,article,date,comments
382,정신과 병원가면 정말 괜찮아지나요 ?? 약먹고 더 안좋아지고 더 심각해졌다 라는 말이 있어서 너무너무 두려워요 ㅠ 이런 두려워하는게 제 증상이라 더 힘들어요 ….약 복용하는거 괜찮은건가요 ….? 오늘 처음 어머니께 말씀 드려볼건데 용기 좀 주세요 ㅠ너무 버겁네요 정말 ………병원다니고 약 처방 받는 분들 조언 부탁드립니다 !,22/04/27 07:52,"['호르몬 문제라면 네...근본적인 다른 원인이 있어서 생긴거면 아니요...', '그럼 나을 수가 없는건가요…? 병원을 다닌다고 해서…?', '그런 사람도 있죠. 막 우울증약을 10여년을 먹는데도 나아질 기미가 보이질않는다, 병원이고 약이고 몇번을 바꿨는데도 차도가 별로없다 뭐 그런 사람들이 이 케이스인거죠', '아닌 사람들도 있나요 ㅜㅜ ?? 그리고 엄마아빠한테 말했을때 불편한 점이 있을까요 …? 전처럼 안대해줘서 오히려 더 힘들다거나 …', '네 애초에 유전적으로 우울에 대한 역치가 낮거나그런 형질이 잘 발현되는 기질을 타고난 사람도 있고, 몇십년에 걸쳐서 형성된 성격, 우울을 유발시키는 요소가 절대적으로 고칠 수 없는 점등의 이런저런 이유들로요', '본인 부모님에 따라 다른데 평소에 정서적인 교류가 많았고, 서로의 아픔을 보듬어줄수있는 가정이라면 우울을 털어놓고 공유하는것도 나쁘지 않고요 반대의 가정환경을 가졌다거나 본인 성향이 타인의 비언어적 표현을 자주 의식하는 편이라면 굳이 말하지 않는걸 추천드릴게요 아무리 가족이나 연인이더라도 본인일이 아닌 이상 이해해주고 공감해주는데는 한계가 있더라고요 또 예민한사람들은 그 관심없어하는 포인트를 잘 캐치할텐데 허무함 때문에 더 우울해질수있어서 조심하라는것', '하 ㅜㅜ 그럴것 같아서 지금 말하기가 너무 두렵네여 ㅜ 엄마는 잘 헤아려주시기는 하는데 그래도 이게 저 자신의 문제니까…아무래도 그들의 태도에 제가 더 힘들어질 수도 있겠죠 ㅠ 그럼 전 어떻게 해야할까요…..부모님께 얘기 드리고 병원 가려고 했는데 …', '그럼 어머님한테만 슬쩍 오픈해보세요 그냥 일상얘기하듯이.. 내가 요즘 이런저런 감정들을 느끼고 있고, 그때문에 이런저런 문제가 생긴것같다. 그래서 병원을 가볼까한다 식으로.. 알아도 서로에게 도움안될것 같은사람한테는 그냥 안알리면돼요 그건 숨기는게 아니라 애당초 알릴필요가 없는거니', '힘들어요 너무 ….ㅠ 미칠것 같아요 이러다가 죽을 것 같아요…항상 노력해서 되돌아오는데 다시 이렇게 우울해질거 뻔하니까 이제는 힘이 아예 안나요….엄마한테도 말하기 두렵고 무섭고 말할 힘도 없고 우울증이라 집중도 안되고 말도 잘 못하겠고 ㅜ 무기력의 끝…이에요 ㅠ', '저 이거 심각한거겠죠…?', '네 전형적인 증상이에요 무기력증에 기분이 호전될만하면 다시 링반데룽마냥 우울에 빠지는거..', '제가 집에만 있어서 그런거 같기도 한데 여태까지는 진짜 괜찮아질거야 괜찮아질거애 힘내자 화이팅 !! 하면서 운동도 해보려고 하고 그러니까 또 다시 괜찮아져서 괜찮았다가 다시 심각한 우울증세가 지금 나타났는데 다시 저런식으로 이겨낼 수 있을 것 같고 내가 밖에 나가서 계속 놀고 긍정적으로 생각하면 될 거 같은데 그게 안돼요…그냥 억지로 또 저렇게 회복되기 위해 노력해야할까요…? 왜냐면 병원가도 똑같을거 같아서요 ㅠ 괜히 약 중독만 될 것 같고 ㅠ 부모님께 말하기도 겁나고요…이 상황에서 어떻게 해야할까요…중간고사 기간이고 학과 특성상 팀플이랑 과제 너무 많아서 지금 미칠 것 같아요 ㅠㅠ 진짜 그렇다고 친구들한테 우울증 있는거 들키기 싫어서 휴학도 불가능하고 내일도 밝은 모습으로 지내야 하는데 어떡하죠', '본문만 보고는 긴가민가했는데 이 댓글을 보고 확실해져서 진심을 다해서 말해줄게. 쓰니는 지금 정신과에 대한 기대가 큰 상태(뭐가됐든 우울이 만성적인 루틴이 되어버린 지금의 상황에서 벗어날 수 있는 방법을 갈구하는)로 보여. 여기서 알아두고 가야될건 정신과가 만능은 아니야. 처방과 약, 거기에 상담이 동반된다고 해도 지금 쓰니가 느끼는 우울함을 영원히 안느끼게 되는건 아니야. 다만 붕괴된 일상과 너의 불균형해진 호르몬을 회복시켜줄뿐인거야. 이것만으로 차도가 있으면 다행이지만', ""'항상 노력해도 다시 우울로 되돌아온다', '병원에가도 똑같을것같다'라는 표현,그리고 우울감이 매번 일종의 반복적인 패턴처럼 찾아왔다면 지속성우울장애(기분부전장애)가 의심 되는 상황이야. 애초에 우울증이란게 무자르듯이 당신은 우울증입니다, 아닙니다하고 판가름 낼 수 있는게 아니라서, 최소한 그런 소견이 보이는 상태야. 이럴경우 보통의 경우엔 단순히 약(효용은 있어. 꼭 먹어야돼.)이나 우울에 좋다는 민간요법만으로는 완치가 안되는 경우가 많아. 내가 맨처음 앞서 말한것처럼..그런 부류에 속할수도 있다는거지."", '그럼 이제 어떻게 살아가야하나여…? 한 평생 병원을 다니면서 살아가야하는건가요…?', ""일단은 정확한 진단은 정신과에서 처방을 받고 약을 먹는게 첫단추를 꿰는거야. 우울증에 흔히 대표적으로 처방받는 ssri는 세로토닌 재흡수 억제기능을해. 이건 쓰니의 '호르몬 문제, 신경전달물질문제'로 인해 기분이  한없이 땅굴파는걸 막아줘. 쓰니가 지금 걱정하는건 이런 약을 먹고도 효과가 없으면 어떡하나 싶은거 잖아?"", '엉 그리고 그걸 평생 먹고 살 수도 없을텐데 부작용까지 겪게되면 더 나락 갈까봐…글고 효과도 없으면 내 우울은 절대 고쳐질 수 없다고 생각해서 더 힘들어질까봐 ㅜ', '당연히 이말이 절망적이고 불안하게 느낄 수 있는데 그렇게까지 절망적인 상황은 아니야. 쓰니가 태어날때부터 지금 느끼는 죽을만큼의 극심한 우울감을 느낀게 아니라면 이건 분명 지금 쓰니의 어딘가에 뭔가 문제가 생겼다는거고, 보통 그 이유로 우울증의 원인중에서 생물학적 원인(대표적으론 세로토닌 분비문제)을 주로 지적해.우울증이 우선이든, 생물학적인 신경전달물질 문제가 우선이든지간에, 선후관계야 어찌됐든 우울증이 있으면 세로토닌 수치가 낮게 될 수 밖에 없거든?그럼 이 상태에선 본인에게 맞는 정신과약은 무조건적으로 효용은 있다는거야. 그럼 지금 느끼는 이 정도의 우울까지는 안느낄수 있을정도로 개선이 가능하다는 소리고.이때 촛점을 둬야할점은 우울증을 완치의 대상으로 바라보지말고 완화의 대상으로 바라보기. 약을 먹으면 우울이 지금처럼 너를 잡아먹진 않을거야. 예전의 그 감정처럼, 설령 우울하던 적이 있었다 한들 지금처럼까진 감정에 의해 고통스럽고 아프지 않았던 그 시절로 되돌아 갈 수 있다는거.', '요약 1. 세살배기때 지금과 같은 감정을 느껴본적이 있다던가 하는 상황이 아니라면 우울증 약은 분명한 효과가 있다. 2. 세세한 우울감정 거세까지는 불가능하지만 분명한건 지금의 숨막히고 죽을만큼의 우울은 점점 옅어지다 없어질수있다.', '감사합니다 …! ㅜㅜ', '그리고 또한 세살배기때 죽음에 대해서 생각할만큼 우울이 심했다고 한들 만약 날때부터 호르몬적 문제가 있었다면 약물효과가 있을것이고.', '저는 먹어야 살 수 있는 수준이에요']"
383,우울감은 많이 호전됐는데신체화 증상이 여전히 남아있어서 너무 힘들다심장이 누가 칼로 찌르는 것 같이 아파,22/04/26 23:01,[]
384,중도휴학 안 하면 자살할 것 같다고 글 올린 사람똥꼬빠지게 바로 예약 가능한 주변 대학병원을 알아본 결과드디어 진단서를 받고 휴학 신청 서류를 제출했다꼭 살아남자 얘들아,22/04/26 17:41,"['잘됐다!! 너의 행복을 응원해💪', '응 우리 꼭 살아남고 내일로 가자', '안녕 나 비슷한 상황인데 쪽지 보내도 될까..?ㅠㅠ', '응응', '나도 혹시 쪽지 보내도 될까 ㅜㅜ?', '응응', '혹시 쪽지보내도 괜찮을까요?', '넵', '여쭈어볼게 있어서요 쪽디 보내도 괜찮을까요?', '네', '여쭤보고싶은게 있는데 쪽지 드려도 될까요 ...? ㅠㅠㅠㅠㅠㅠㅠㅠ', '넹']"
385,아침부터 왜이리 우울하지 나같은건 아무런 가치도없고 뭘해내지도못하고 아무도 사랑해주지않을거같아,22/04/25 10:47,['사랑해용~ 화이팅']
386,언젠가부터 주의력 결핍이 심해진게 느껴지는데 이것 때문인지 시험공부도 안되고 미치겠다 진짜우울증 adhd다 의심돼서 병원 가보려는데 이미 날아간 학점은 어떡하지..진작 병원 가볼걸 1년을 고민하다 세월만 날렸네,22/04/25 00:47,['지금부터라도 받으면 되지 ㅎㅎ 지금이라도 안게 좋은거임']
387,와 외로워죽을것같아,22/04/24 23:52,"['전화친구 만들어봐', 'ㅋㅋ나도']"
388,"괜찮아질꺼라는 말이 듣고싶다.. 외모강박 어느새 1년째. 괜찮아질만하면 어김없이 미친 확인강박과 불안... 서서히 괜찮아질꺼라고, 옅어질꺼라고 믿고 싶어",22/04/24 22:40,"['근데 진짜 괜찮아져', '언제쯤…?', '나도 괴롭다 …']"
389,"얼마 전에 기후우울증이라는 게 있다는 걸 알게 됐는데 나한테 있는 만성 우울을 어느정도 설명해주는 것 같아서 약간 위안을 받았음기후 위기를 생각하다 보면 그냥 모~든게 의미가 없는 것 같거든 ㅇㅇ 어차피 내 세대 내로 모든 인류가 고통스럽게 죽어갈 건데, 내 눈으로 세상 망하는 걸 볼 수 있게 될 텐데 지금 아등바등 눈앞에 닥친 일상을 처리해 봤자 무슨 소용? 어차피 인류 전체가 내리막길인데, 내 삶도 내 의지 노력과 상관없이 더 나빠질 것이 뻔한데 그냥 일찍 죽는 게 더러운 꼴 안 보니 이득 아닌가? 이런 생각이 내면에 아주 깊게 박혀있어 당연히 멘탈엔 악영향이고… 심지어는 어린아이들을 보는 것만으로도 우울해짐 ㅋㅋㅋ 쟤네는 역사상 처음으로 발전이 아니라 쇠락을 경험하겠지… 조상들의 업보 때문에 죽어야 한다면 얼마나 열받을까 이런 생각 때문에 말이지. 어쨌든 그래도 나 같은 사람이 하나가 아니구나, 내가 어찌할 수 없는, 생존을 위협하는 거대한 공포에 짓눌리는 건 당연한 거구나. 라는 생각이 들어서 ㅇㅇ친환경적인 행동을 하면 저런 우울감을 가라앉히는 데 도움이 될 수 있다네. ㅠㅠ 난 분리수거 할때마다 우리 집에서만도 쓰레기가 이렇게 많이 나오는데 80억 인구가 만들어내는 쓰레기는 또 얼마나 많을까 이런 소비 패턴이 얼마나 더 유지될 수 있을까 라는 생각에 또 울적하지만… 그래도 해야지 뭐..뻘소리 좀 써봤어 ㅋㅋㅋ 쓰고 보니 뭔 크툴루 무서워하는 거 같네…",22/04/24 21:42,[]
390,수면제먹고 잠들고싶다 진짜로 ㅠㅠ,22/04/24 21:09,[]
391,트라우마는 어떻게 지워,22/04/24 20:45,[]
392,마치 세상에 존재하지 않았던 사람처럼 사라지고 싶다그 누구의 기억 속에서도 사라지고 싶어,22/04/24 07:57,['나도']
393,행복하게 죽었으면 좋겠다.,22/04/23 21:52,[]
394,나그냥자살할까...,22/04/23 15:13,['어떤게 힘들어?']
395,"많은 유명인이나 위인들도 크고작은 우울감과 우울증을 겪었다는 사실이 뭔가 위안이돼.. 슈만이며 뉴턴이며 고흐며.. 나만 인생 ㅈ같은줄 알았고, 세상만사 안풀리는일들 모조리 우울증탓하고 싶었는데 나도 우울이란 방패를 떠나서 뭔갈 할수있다는 생각도 든다...",22/04/23 09:36,"['우울증 있는 사람들 생각보다 정말 많은 것 같아 그 사람들이 힘든거랑 자기 힘든거랑 딱히 관련은 없지만 그걸로 조금이나마 위안이 된다면 너 생각보다 많은 사람들이, 그리고 우리 주변에도 우울증을 가지고 있는 사람들이 많다는걸 꼭 알았으면 해']"
396,세상이 멸망했으면,22/04/23 08:13,['오늘 그생각함 그냥 운석하나 떨어졋으면.. 하는 생각']
397,살면서 좋은 일만 있을 순 없겠지만 왜 나한테는 안좋은 일만 생기는 것 같을까,22/04/21 23:00,['힘내']
398,✨마음챙김 게시판 6주차✨주제: 비상(飛上)https://everytime.kr/510622/v/247654091짧게나마 마음을 돌보는 시간이 되면 좋겠습니다.감사합니다.,22/04/21 21:44,[]
399,음 죽고싶다,22/04/21 04:20,[]
400,우울해하지마다들 화이팅나도 반년 전에 여기 와서하소연한적 있는데 오늘은 위로하러 왔어 다들 소중한 존재야! 💖인생은 길고 행복한 순간들이 가득할거야모두 힘내자 💘좋은 일만 있기를 기도할게 💛✨,22/04/21 01:57,[]
401,19학번인데 새내기때부터 아싸였던 사람?????????,22/04/20 13:44,"['나', '…. 어쩌다가 이렇게 됬노?????']"
402,고3때부터 조울증 약 복용중이야. 물어보고 싶은거 있음 쪽지해,22/04/20 12:04,['리튬용량몇이야']
403,오늘 인류가 멸망했으면 좋겠다,22/04/20 08:45,[]
404,젠장 내일도 살아야한다니,22/04/20 03:54,[]
405,죽어버렸으면 좋겠어.,22/04/20 02:58,['왜왜 말해봐']
406,하 진짜 개 좆같다… 하… 어디 하소연 할때도 없고…,22/04/20 00:23,[]
407,전공과목 앞에서 한없이 작아진다,22/04/19 16:20,[]
408,내 인생은 태어날 때부터 꼬였던거야,22/04/17 22:52,[]
409,"처음으로 남한테 해를 끼쳤다 엄청나게 밀려오는 자괴감, 너무 고통스럽다. 내가 왜 그랬지  죽고 싶다 모두에게 잊혀지고 싶어 그치만 남겨진 가족들은 내가 죽으면 슬퍼할 텐데 어쩌지",22/04/16 17:45,"['삭제된 댓글입니다.', '미안... 그건 못말해줄거 같애']"
410,걍 나가 죽어버리고 싶어,22/04/16 17:20,[]
411,✨짧게나마 마음을 돌보는 시간이 되었으면 좋겠습니다.✨주제: 소확행🍀https://everytime.kr/510622/v/246276942,22/04/15 21:48,[]
412,"사람은 진짜 자기가 경험해보지 못한 삶에대해선 이해를 못하는것같아. 이성애자는 동성애자를 이해못하고모태미남미녀들은 못생남녀의 삶을 이해못하고비장애인은 장애인의 삶을 이해못하듯이 우울증은 안겪어본 사람도 우울증걸린 사람의 속을 알턱이 없지웃긴건 그 정신병도 그안에서 또 이해의 구간이 나뉘어.손만 하루에도 몇백번씩 씻는 강박증, 허상의 존재와 대화를 나누는 조현병 등등..이 수많은 스펙트럼들 사이에서도직접 스스로 경험해본게 아니면 이해를 못해준다는게 참 인간의 한계인거같아😅공감 또한 결국 자기이해를 바탕으로 나오는거니까..",22/04/15 20:16,"['맞아...', '그래서 결국 힘들땐 혼자라는 생각이 많이 드는 것 같아..']"
413,나 수면제 손에 담기는 대로 털어버리고 먹어버렸어,22/04/15 16:38,"['응급실 가', '할거면 확실하게 해야지 그렇게 하면 병원비만 깨져 냉정하게 현실적으로 말하면 나도 그래서 못하는중 그냥 어떻게 생겨먹엇든 이대로 살자...  스위스가서 안락서 할거아니면', '약물자해지 뭐....']"
414,사는거 진짜 뭐같다,22/04/15 15:12,[]
415,되는 일이 진짜 한개도 없어 진짜 다 포기하고 싶다 이제 그만하고 싶다 언제까지 해야할까 주위에서 쫌만 참아 이 또한 지나갈거야 라고 하는데 도대체 언제 지나가는데 이게 왜 떠나질 읺는거야,22/04/15 01:26,[]
416,일주일째 학교 못 가는 중,22/04/14 14:37,[]
417,오늘도 화이팅,22/04/14 11:08,[]
418,쓰레기같은 세상,22/04/10 16:35,[]
419,약물자해 시도해본사람? 비추천해?,22/04/10 16:28,['피 못보는데 왜함..?']
